"Code","Year","Site","Lat","Long","Elevation","Quadrat","Aspect","Degree.easting","Degree.northing","Average.slope","species_richness","hill_1","hill_2"
"2022_MHW_SE_MHW11",2022,"MHW",-37.17599001,146.641849,1720,"MHW11","SE",0.707102885,-0.707110677,10.98330656,13,7.18494564885413,0.207795035563942
"2022_MHW_SE_MHW12",2022,"MHW",-37.17599001,146.641849,1720,"MHW12","SE",0.707102885,-0.707110677,10.98330656,10,5.75209836016231,0.259367169745353
"2022_MHW_SE_MHW13",2022,"MHW",-37.17599001,146.641849,1720,"MHW13","SE",0.707102885,-0.707110677,10.98330656,10,6.93000530783475,0.182043716328298
"2022_MHW_SE_MHW14",2022,"MHW",-37.17599001,146.641849,1720,"MHW14","SE",0.707102885,-0.707110677,10.98330656,13,8.49167186582714,0.186390532544379
"2022_MHW_SE_MHW15",2022,"MHW",-37.17599001,146.641849,1720,"MHW15","SE",0.707102885,-0.707110677,10.98330656,7,5.68586601302565,0.201183431952663
"2022_MHW_SW_MHW10",2022,"MHW",-37.17599001,146.641849,1720,"MHW10","SW",-0.707113275,-0.707100288,13.42025477,9,4.88114444254593,0.264118457300275
"2022_MHW_SW_MHW6",2022,"MHW",-37.17599001,146.641849,1720,"MHW6","SW",-0.707113275,-0.707100288,13.42025477,12,8.60969940372581,0.145737427888818
"2022_MHW_SW_MHW7",2022,"MHW",-37.17599001,146.641849,1720,"MHW7","SW",-0.707113275,-0.707100288,13.42025477,5,2.59165306199996,0.452767868939094
"2022_MHW_SW_MHW8",2022,"MHW",-37.17599001,146.641849,1720,"MHW8","SW",-0.707113275,-0.707100288,13.42025477,12,7.0333192023321,0.202863613120023
"2022_MHW_SW_MHW9",2022,"MHW",-37.17599001,146.641849,1720,"MHW9","SW",-0.707113275,-0.707100288,13.42025477,10,5.98370363176816,0.218489653319
"2022_MH_E_MH10",2022,"MH",-37.17425401,146.650585,1740,"MH10","E",1,-3.67e-06,9.396344879,15,8.26941495367618,0.173036882807852
"2022_MH_E_MH6",2022,"MH",-37.17425401,146.650585,1740,"MH6","E",1,-3.67e-06,9.396344879,12,7.67956286432834,0.184180896978795
"2022_MH_E_MH7",2022,"MH",-37.17425401,146.650585,1740,"MH7","E",1,-3.67e-06,9.396344879,13,7.3420908963536,0.211809894025637
"2022_MH_E_MH8",2022,"MH",-37.17425401,146.650585,1740,"MH8","E",1,-3.67e-06,9.396344879,18,10.3542277798485,0.144623185699826
"2022_MH_E_MH9",2022,"MH",-37.17425401,146.650585,1740,"MH9","E",1,-3.67e-06,9.396344879,12,5.61305126855824,0.292900651123713
"2022_MH_N_MH1",2022,"MH",-37.17425401,146.650585,1740,"MH1","N",0,1,14.66023794,11,7.33849990868377,0.173652202498356
"2022_MH_N_MH2",2022,"MH",-37.17425401,146.650585,1740,"MH2","N",0,1,14.66023794,8,4.57126990864931,0.317377731529657
"2022_MH_N_MH3",2022,"MH",-37.17425401,146.650585,1740,"MH3","N",0,1,14.66023794,9,5.19576080134129,0.259026687598116
"2022_MH_N_MH4",2022,"MH",-37.17425401,146.650585,1740,"MH4","N",0,1,14.66023794,8,5.56235621334562,0.221165279429251
"2022_MH_N_MH5",2022,"MH",-37.17425401,146.650585,1740,"MH5","N",0,1,14.66023794,17,12.8563080756338,0.0930232558139535
"2022_MH_S_MH11",2022,"MH",-37.17425401,146.650585,1740,"MH11","S",-7.35e-06,-1,6.80887792,13,NA,NA
"2022_MH_S_MH12",2022,"MH",-37.17425401,146.650585,1740,"MH12","S",-7.35e-06,-1,6.80887792,10,6.82557166912326,0.193089279968318
"2022_MH_S_MH13",2022,"MH",-37.17425401,146.650585,1740,"MH13","S",-7.35e-06,-1,6.80887792,15,9.73613244431632,0.149174408698122
"2022_MH_S_MH14",2022,"MH",-37.17425401,146.650585,1740,"MH14","S",-7.35e-06,-1,6.80887792,10,6.51560703175574,0.212753826586553
"2022_MH_S_MH15",2022,"MH",-37.17425401,146.650585,1740,"MH15","S",-7.35e-06,-1,6.80887792,12,8.68807555278284,0.148433177405563
"2022_MH_W_MH16",2022,"MH",-37.17425401,146.650585,1740,"MH16","W",-1,1.1e-05,12.07277098,13,11.0822239507098,0.104166666666667
"2022_MH_W_MH17",2022,"MH",-37.17425401,146.650585,1740,"MH17","W",-1,1.1e-05,12.07277098,10,6.75,0.198902606310014
"2022_MH_W_MH18",2022,"MH",-37.17425401,146.650585,1740,"MH18","W",-1,1.1e-05,12.07277098,12,7.95933427024898,0.171705719324767
"2022_MH_W_MH19",2022,"MH",-37.17425401,146.650585,1740,"MH19","W",-1,1.1e-05,12.07277098,6,4.41576793628993,0.274238227146814
"2022_MH_W_MH20",2022,"MH",-37.17425401,146.650585,1740,"MH20","W",-1,1.1e-05,12.07277098,6,4.47847953534352,0.259876482697775
"2022_MM_NE_MM11",2022,"MM",-37.189701,146.6212,1730,"MM11","NE",0.70710808,0.707105483,10.22707799,10,7.00594491802817,0.17609778180172
"2022_MM_NE_MM12",2022,"MM",-37.189701,146.6212,1730,"MM12","NE",0.70710808,0.707105483,10.22707799,9,6.23126032597474,0.215976331360947
"2022_MM_NE_MM13",2022,"MM",-37.189701,146.6212,1730,"MM13","NE",0.70710808,0.707105483,10.22707799,11,6.40496311286298,0.211162015826739
"2022_MM_NE_MM14",2022,"MM",-37.189701,146.6212,1730,"MM14","NE",0.70710808,0.707105483,10.22707799,13,9.22738432267698,0.130760600812556
"2022_MM_NE_MM15",2022,"MM",-37.189701,146.6212,1730,"MM15","NE",0.70710808,0.707105483,10.22707799,8,5.43928182336063,0.23139355571788
"2022_MM_NW_MM10",2022,"MM",-37.189701,146.6212,1730,"MM10","NW",-0.70709769,0.707115872,12.81454495,9,7.13524269001633,0.177083333333333
"2022_MM_NW_MM6",2022,"MM",-37.189701,146.6212,1730,"MM6","NW",-0.70709769,0.707115872,12.81454495,15,8.38646059554245,0.205291799587165
"2022_MM_NW_MM7",2022,"MM",-37.189701,146.6212,1730,"MM7","NW",-0.70709769,0.707115872,12.81454495,12,6.3545144825679,0.244512961986287
"2022_MM_NW_MM8",2022,"MM",-37.189701,146.6212,1730,"MM8","NW",-0.70709769,0.707115872,12.81454495,11,7.6680428740777,0.157943067033976
"2022_MM_NW_MM9",2022,"MM",-37.189701,146.6212,1730,"MM9","NW",-0.70709769,0.707115872,12.81454495,12,8.55847418050706,0.154478177262397
"2022_MM_SE_MM16",2022,"MM",-37.189701,146.6212,1730,"MM16","SE",0.707102885,-0.707110677,8.217520837,13,9.45995466053837,0.131698642317294
"2022_MM_SE_MM17",2022,"MM",-37.189701,146.6212,1730,"MM17","SE",0.707102885,-0.707110677,8.217520837,8,4.59742421946874,0.295138888888889
"2022_MM_SE_MM18",2022,"MM",-37.189701,146.6212,1730,"MM18","SE",0.707102885,-0.707110677,8.217520837,8,5.03809626790737,0.2832
"2022_MM_SE_MM19",2022,"MM",-37.189701,146.6212,1730,"MM19","SE",0.707102885,-0.707110677,8.217520837,11,6.5242217072084,0.20243305785124
"2022_MM_SE_MM20",2022,"MM",-37.189701,146.6212,1730,"MM20","SE",0.707102885,-0.707110677,8.217520837,9,7.11763641605612,0.162901307966706
"2022_MM_SW_MM1",2022,"MM",-37.189701,146.6212,1730,"MM1","SW",-0.707113275,-0.707100288,10.8049878,11,4.6838847708902,0.366402045926794
"2022_MM_SW_MM2",2022,"MM",-37.189701,146.6212,1730,"MM2","SW",-0.707113275,-0.707100288,10.8049878,8,4.89897948556636,0.298611111111111
"2022_MM_SW_MM3",2022,"MM",-37.189701,146.6212,1730,"MM3","SW",-0.707113275,-0.707100288,10.8049878,14,8.62113759908198,0.165402247555682
"2022_MM_SW_MM4",2022,"MM",-37.189701,146.6212,1730,"MM4","SW",-0.707113275,-0.707100288,10.8049878,10,6.84190214483349,0.19140625
"2022_MM_SW_MM5",2022,"MM",-37.189701,146.6212,1730,"MM5","SW",-0.707113275,-0.707100288,10.8049878,9,6.35129856036258,0.198254832051041
"2022_MSp_NE_MSp16",2022,"MSp",-37.125341,146.643399,1660,"MSp16","NE",0.70710808,0.707105483,14.33745179,4,2.71080601082953,0.482638888888889
"2022_MSp_NE_MSp17",2022,"MSp",-37.125341,146.643399,1660,"MSp17","NE",0.70710808,0.707105483,14.33745179,5,2.2550913376994,0.625708884688091
"2022_MSp_NE_MSp18",2022,"MSp",-37.125341,146.643399,1660,"MSp18","NE",0.70710808,0.707105483,14.33745179,8,5.61677377304945,0.235294117647059
"2022_MSp_NE_MSp19",2022,"MSp",-37.125341,146.643399,1660,"MSp19","NE",0.70710808,0.707105483,14.33745179,8,5.45938486522906,0.218577006001981
"2022_MSp_NE_MSp20",2022,"MSp",-37.125341,146.643399,1660,"MSp20","NE",0.70710808,0.707105483,14.33745179,7,5.60393608621757,0.208333333333333
"2022_MSp_NW_MSp11",2022,"MSp",-37.125341,146.643399,1660,"MSp11","NW",-0.70709769,0.707115872,8.538814562,16,10.1163315408894,0.147145928840927
"2022_MSp_NW_MSp12",2022,"MSp",-37.125341,146.643399,1660,"MSp12","NW",-0.70709769,0.707115872,8.538814562,10,8.07222577667522,0.144970414201183
"2022_MSp_NW_MSp13",2022,"MSp",-37.125341,146.643399,1660,"MSp13","NW",-0.70709769,0.707115872,8.538814562,8,5.40595233386887,0.224881093935791
"2022_MSp_NW_MSp14",2022,"MSp",-37.125341,146.643399,1660,"MSp14","NW",-0.70709769,0.707115872,8.538814562,7,5.72424764718058,0.190812434055677
"2022_MSp_NW_MSp15",2022,"MSp",-37.125341,146.643399,1660,"MSp15","NW",-0.70709769,0.707115872,8.538814562,15,7.57564979053554,0.252204916494652
"2022_MSp_SE_MSp10",2022,"MSp",-37.125341,146.643399,1660,"MSp10","SE",0.707102885,-0.707110677,19.10202799,12,8.08395343858508,0.168888888888889
"2022_MSp_SE_MSp6",2022,"MSp",-37.125341,146.643399,1660,"MSp6","SE",0.707102885,-0.707110677,19.10202799,12,6.65538287499412,0.254325259515571
"2022_MSp_SE_MSp7",2022,"MSp",-37.125341,146.643399,1660,"MSp7","SE",0.707102885,-0.707110677,19.10202799,5,3.81732594805283,0.289285364179982
"2022_MSp_SE_MSp8",2022,"MSp",-37.125341,146.643399,1660,"MSp8","SE",0.707102885,-0.707110677,19.10202799,13,7.90879880358386,0.1953125
"2022_MSp_SE_MSp9",2022,"MSp",-37.125341,146.643399,1660,"MSp9","SE",0.707102885,-0.707110677,19.10202799,12,6.90312382859329,0.209983111277913
"2022_MSp_SW_MSp1",2022,"MSp",-37.125341,146.643399,1660,"MSp1","SW",-0.707113275,-0.707100288,13.30339076,5,2.58206000431969,0.549586776859504
"2022_MSp_SW_MSp2",2022,"MSp",-37.125341,146.643399,1660,"MSp2","SW",-0.707113275,-0.707100288,13.30339076,9,5.19545605546214,0.260415154594281
"2022_MSp_SW_MSp3",2022,"MSp",-37.125341,146.643399,1660,"MSp3","SW",-0.707113275,-0.707100288,13.30339076,18,12.9603929715331,0.0942585059171598
"2022_MSp_SW_MSp4",2022,"MSp",-37.125341,146.643399,1660,"MSp4","SW",-0.707113275,-0.707100288,13.30339076,12,8.61099022767039,0.155918367346939
"2022_MSp_SW_MSp5",2022,"MSp",-37.125341,146.643399,1660,"MSp5","SW",-0.707113275,-0.707100288,13.30339076,11,8.05830593427273,0.150948141441577
"2022_MSt_NE_MSt1",2022,"MSt",-37.127997,146.498937,1750,"MSt1","NE",0.70710808,0.707105483,13.37405208,11,7.70775399696017,0.153568885724457
"2022_MSt_NE_MSt2",2022,"MSt",-37.127997,146.498937,1750,"MSt2","NE",0.70710808,0.707105483,13.37405208,9,5.29027720224814,0.259876482697775
"2022_MSt_NE_MSt3",2022,"MSt",-37.127997,146.498937,1750,"MSt3","NE",0.70710808,0.707105483,13.37405208,7,3.57428244425928,0.368972797204494
"2022_MSt_NE_MSt4",2022,"MSt",-37.127997,146.498937,1750,"MSt4","NE",0.70710808,0.707105483,13.37405208,7,3.32190553205021,0.438357276195114
"2022_MSt_NE_MSt5",2022,"MSt",-37.127997,146.498937,1750,"MSt5","NE",0.70710808,0.707105483,13.37405208,13,9.45043453358232,0.122443235128542
"2022_MSt_NW_MSt10",2022,"MSt",-37.127997,146.498937,1750,"MSt10","NW",-0.70709769,0.707115872,9.873418303,11,4.60970614870426,0.325882352941177
"2022_MSt_NW_MSt6",2022,"MSt",-37.127997,146.498937,1750,"MSt6","NW",-0.70709769,0.707115872,9.873418303,10,9.17151282469163,0.117283950617284
"2022_MSt_NW_MSt7",2022,"MSt",-37.127997,146.498937,1750,"MSt7","NW",-0.70709769,0.707115872,9.873418303,11,7.74178520852805,0.155073461891644
"2022_MSt_NW_MSt8",2022,"MSt",-37.127997,146.498937,1750,"MSt8","NW",-0.70709769,0.707115872,9.873418303,9,4.04290700098407,0.392364639280012
"2022_MSt_NW_MSt9",2022,"MSt",-37.127997,146.498937,1750,"MSt9","NW",-0.70709769,0.707115872,9.873418303,7,2.23448696174673,0.638377501352082
"2022_MSt_SE_MSt11",2022,"MSt",-37.127997,146.498937,1750,"MSt11","SE",0.707102885,-0.707110677,16.65114238,5,3.35158269790852,0.358024691358025
"2022_MSt_SE_MSt12",2022,"MSt",-37.127997,146.498937,1750,"MSt12","SE",0.707102885,-0.707110677,16.65114238,10,4.83377252254242,0.300024989587672
"2022_MSt_SE_MSt13",2022,"MSt",-37.127997,146.498937,1750,"MSt13","SE",0.707102885,-0.707110677,16.65114238,6,4.46200161294226,0.258494031221304
"2022_MSt_SE_MSt14",2022,"MSt",-37.127997,146.498937,1750,"MSt14","SE",0.707102885,-0.707110677,16.65114238,10,3.41664904285119,0.451063609544019
"2022_MSt_SE_MSt15",2022,"MSt",-37.127997,146.498937,1750,"MSt15","SE",0.707102885,-0.707110677,16.65114238,10,6.43098558911753,0.209173161336558
"2022_MSt_SW_MSt16",2022,"MSt",-37.127997,146.498937,1750,"MSt16","SW",-0.707113275,-0.707100288,13.1505086,14,6.11652208605165,0.258201736495542
"2022_MSt_SW_MSt17",2022,"MSt",-37.127997,146.498937,1750,"MSt17","SW",-0.707113275,-0.707100288,13.1505086,10,8.54095681948964,0.132231404958678
"2022_MSt_SW_MSt18",2022,"MSt",-37.127997,146.498937,1750,"MSt18","SW",-0.707113275,-0.707100288,13.1505086,12,8.30481378848568,0.150086505190311
"2022_MSt_SW_MSt19",2022,"MSt",-37.127997,146.498937,1750,"MSt19","SW",-0.707113275,-0.707100288,13.1505086,9,3.98013603843151,0.399772905930649
"2022_MSt_SW_MSt20",2022,"MSt",-37.127997,146.498937,1750,"MSt20","SW",-0.707113275,-0.707100288,13.1505086,6,4.09805945133898,0.337278106508876
"2022_TT_NE_TT1",2022,"TT",-37.02747801,147.027785,1705,"TT1","NE",0.70710808,0.707105483,10.76130005,13,5.61082481047945,0.246196155387571
"2022_TT_NE_TT2",2022,"TT",-37.02747801,147.027785,1705,"TT2","NE",0.70710808,0.707105483,10.76130005,17,9.34536513647768,0.164279857363513
"2022_TT_NE_TT3",2022,"TT",-37.02747801,147.027785,1705,"TT3","NE",0.70710808,0.707105483,10.76130005,18,8.61720639808607,0.177255060877894
"2022_TT_NE_TT4",2022,"TT",-37.02747801,147.027785,1705,"TT4","NE",0.70710808,0.707105483,10.76130005,15,6.13410339615139,0.228050749711649
"2022_TT_NE_TT5",2022,"TT",-37.02747801,147.027785,1705,"TT5","NE",0.70710808,0.707105483,10.76130005,15,6.61569138117342,0.201856
"2022_TT_NW_TT10",2022,"TT",-37.02747801,147.027785,1705,"TT10","NW",-0.70709769,0.707115872,11.67156222,17,11.079041707304,0.109088
"2022_TT_NW_TT6",2022,"TT",-37.02747801,147.027785,1705,"TT6","NW",-0.70709769,0.707115872,11.67156222,12,6.37824963447146,0.230054144106622
"2022_TT_NW_TT7",2022,"TT",-37.02747801,147.027785,1705,"TT7","NW",-0.70709769,0.707115872,11.67156222,12,6.5099068690139,0.205886728823646
"2022_TT_NW_TT8",2022,"TT",-37.02747801,147.027785,1705,"TT8","NW",-0.70709769,0.707115872,11.67156222,14,6.19986478827522,0.260813637431349
"2022_TT_NW_TT9",2022,"TT",-37.02747801,147.027785,1705,"TT9","NW",-0.70709769,0.707115872,11.67156222,15,11.080763761697,0.106693786982249
"2022_TT_SE_TT16",2022,"TT",-37.02747801,147.027785,1705,"TT16","SE",0.707102885,-0.707110677,6.920347746,17,10.6285145400402,0.119073122316015
"2022_TT_SE_TT17",2022,"TT",-37.02747801,147.027785,1705,"TT17","SE",0.707102885,-0.707110677,6.920347746,14,8.0422199796195,0.177010802062554
"2022_TT_SE_TT18",2022,"TT",-37.02747801,147.027785,1705,"TT18","SE",0.707102885,-0.707110677,6.920347746,16,9.43251902568654,0.135673469387755
"2022_TT_SE_TT19",2022,"TT",-37.02747801,147.027785,1705,"TT19","SE",0.707102885,-0.707110677,6.920347746,13,7.63439908116497,0.16796540696365
"2022_TT_SE_TT20",2022,"TT",-37.02747801,147.027785,1705,"TT20","SE",0.707102885,-0.707110677,6.920347746,17,11.2106475309974,0.116162076920069
"2022_TT_SW_TT11",2022,"TT",-37.02747801,147.027785,1705,"TT11","SW",-0.707113275,-0.707100288,7.830609913,15,10.6831684902977,0.120373697448796
"2022_TT_SW_TT12",2022,"TT",-37.02747801,147.027785,1705,"TT12","SW",-0.707113275,-0.707100288,7.830609913,14,7.84532760675794,0.163682411731866
"2022_TT_SW_TT13",2022,"TT",-37.02747801,147.027785,1705,"TT13","SW",-0.707113275,-0.707100288,7.830609913,18,11.4968113890567,0.117478870141704
"2022_TT_SW_TT14",2022,"TT",-37.02747801,147.027785,1705,"TT14","SW",-0.707113275,-0.707100288,7.830609913,20,14.2199109866125,0.0822113344392577
"2022_TT_SW_TT15",2022,"TT",-37.02747801,147.027785,1705,"TT15","SW",-0.707113275,-0.707100288,7.830609913,15,10.5169089659788,0.115702120892307
