Code,Year,Site,lat,lon,ele,Plot.size..m2.,Aspect,Quadrat,Species,Cover,Origin,Growth_form,Shrub,Forb,Graminoid,Mean_SLA_mm2.mg.1,Mean_LDMC_mg.g.1,Mean_seed_mass_mg,Max_height_m,Strategy,Evergreen,Deciduous,avg.SR
2022_MBo_NE_MBo9,2022,MBo,-36.73858602,147.288477,1982.326172,5000,NE,MBo9,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,464879.4434
2022_MBo_SW_MBo11,2022,MBo,-36.73858602,147.288477,1982.326172,5000,SW,MBo11,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,460388.6511
2022_MBo_SE_MBo17,2022,MBo,-36.73858602,147.288477,1982.326172,5000,SE,MBo17,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,461009.8564
2022_MBo_SE_MBo19,2022,MBo,-36.73858602,147.288477,1982.326172,5000,SE,MBo19,Craspedia.aurantia,15,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,461009.8564
2022_MBo_SE_MBo20,2022,MBo,-36.73858602,147.288477,1982.326172,5000,SE,MBo20,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,461009.8564
2022_MSp_SE_MSp6,2022,MSp,-37.125625,146.642424,1641,1197,SE,MSp6,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,395055.9828
2022_MSp_SE_MSp10,2022,MSp,-37.125625,146.642424,1641,1197,SE,MSp10,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,395055.9828
2022_MSp_NW_MSp11,2022,MSp,-37.125625,146.642424,1641,1197,NW,MSp11,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,484928.63
2022_MSp_NW_MSp12,2022,MSp,-37.125625,146.642424,1641,1197,NW,MSp12,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,484928.63
2022_MSp_NW_MSp15,2022,MSp,-37.125625,146.642424,1641,1197,NW,MSp15,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,484928.63
2022_MSt_NE_MSt5,2022,MSt,-37.129005,146.499058,1725,1260,NE,MSt5,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,454786.5586
2022_MSt_NW_MSt10,2022,MSt,-37.129005,146.499058,1725,1260,NW,MSt10,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,486082.4755
2022_MSt_SE_MSt12,2022,MSt,-37.129005,146.499058,1725,1260,SE,MSt12,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,393523.9032
2022_MSt_SW_MSt16,2022,MSt,-37.129005,146.499058,1725,1260,SW,MSt16,Craspedia.aurantia,1,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,467706.5634
2022_MSt_SW_MSt17,2022,MSt,-37.129005,146.499058,1725,1260,SW,MSt17,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,467706.5634
2022_MSt_SW_MSt18,2022,MSt,-37.129005,146.499058,1725,1260,SW,MSt18,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,467706.5634
2022_F_S_F16,2022,F,-36.891139,147.140444,1793.384521,561,S,F16,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,423994.0935
2022_F_S_F17,2022,F,-36.891139,147.140444,1793.384521,561,S,F17,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,423994.0935
2022_F_S_F18,2022,F,-36.891139,147.140444,1793.384521,561,S,F18,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,423994.0935
2022_F_S_F20,2022,F,-36.891139,147.140444,1793.384521,561,S,F20,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,423994.0935
2022_LSK_NW_LSK1,2022,LSK,-36.82634,147.2815,1797,1444,NW,LSK1,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,471437.0468
2022_LSK_SW_LSK6,2022,LSK,-36.82634,147.2815,1797,1444,SW,LSK6,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,459126.283
2022_LSK_SW_LSK7,2022,LSK,-36.82634,147.2815,1797,1444,SW,LSK7,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,459126.283
2022_LSK_SW_LSK8,2022,LSK,-36.82634,147.2815,1797,1444,SW,LSK8,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,459126.283
2022_LSK_SW_LSK9,2022,LSK,-36.82634,147.2815,1797,1444,SW,LSK9,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,459126.283
2022_LSK_SE_LSK11,2022,LSK,-36.82634,147.2815,1797,1444,SE,LSK11,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,452934.7812
2022_LSK_SE_LSK13,2022,LSK,-36.82634,147.2815,1797,1444,SE,LSK13,Craspedia.aurantia,15,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,452934.7812
2022_LSK_NE_LSK20,2022,LSK,-36.82634,147.2815,1797,1444,NE,LSK20,Craspedia.aurantia,1,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,464724.9099
2022_MF_NW_MF1,2022,MF,-36.82947,147.3193,1811,5000,NW,MF1,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,470905.2002
2022_MF_NW_MF5,2022,MF,-36.82947,147.3193,1811,5000,NW,MF5,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,470905.2002
2022_MF_SW_MF10,2022,MF,-36.82947,147.3193,1811,5000,SW,MF10,Craspedia.aurantia,1,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,460157.0075
2022_MF_SE_MF15,2022,MF,-36.82947,147.3193,1811,5000,SE,MF15,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,455644.0518
2022_MH_E_MH7,2022,MH,-37.17422999,146.647766,1741.986938,1938,E,MH7,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,467283.8697
2022_MH_E_MH10,2022,MH,-37.17422999,146.647766,1741.986938,1938,E,MH10,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,467283.8697
2022_MH_S_MH13,2022,MH,-37.17422999,146.647766,1741.986938,1938,S,MH13,Craspedia.aurantia,1,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,465077.389
2022_MH_W_MH16,2022,MH,-37.17422999,146.647766,1741.986938,1938,W,MH16,Craspedia.aurantia,15,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,480292.061
2022_MH_W_MH18,2022,MH,-37.17422999,146.647766,1741.986938,1938,W,MH18,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,480292.061
2022_MH_W_MH20,2022,MH,-37.17422999,146.647766,1741.986938,1938,W,MH20,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,480292.061
2022_MHW_SW_MHW8,2022,MHW,-37.17599,146.6418,1689,954,SW,MHW8,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,449588.5707
2022_MHW_SW_MHW9,2022,MHW,-37.17599,146.6418,1689,954,SW,MHW9,Craspedia.aurantia,15,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,449588.5707
2022_TT_NE_TT5,2022,TT,-37.02748,147.0278,1574,2254,NE,TT5,Craspedia.aurantia,0.5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,477951.0485
2022_TT_NW_TT8,2022,TT,-37.02748,147.0278,1574,2254,NW,TT8,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,480622.9955
2022_TT_SW_TT14,2022,TT,-37.02748,147.0278,1574,2254,SW,TT14,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,449226.003
2022_TT_SE_TT19,2022,TT,-37.02748,147.0278,1574,2254,SE,TT19,Craspedia.aurantia,10,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,453036.6715
2022_TT_SE_TT20,2022,TT,-37.02748,147.0278,1574,2254,SE,TT20,Craspedia.aurantia,5,Endemic,Forb,0,1,0,23.73146259,199.3220339,0.4533,0.6,Deciduous,0,1,453036.6715
2022_H_NW_H3,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H3,Euphrasia.collina,0.5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,485516.5127
2022_H_NW_H5,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H5,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,485516.5127
2022_H_NE_H17,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H17,Euphrasia.collina,10,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,476857.9926
2022_H_NE_H18,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H18,Euphrasia.collina,0.5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,476857.9926
2022_H_NE_H19,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H19,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,476857.9926
2022_H_NE_H20,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H20,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,476857.9926
2022_MBo_NE_MBo10,2022,MBo,-36.73858602,147.288477,1982.326172,5000,NE,MBo10,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,464879.4434
2022_F_S_F17,2022,F,-36.891139,147.140444,1793.384521,561,S,F17,Euphrasia.collina,1,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,423994.0935
2022_MF_NW_MF2,2022,MF,-36.82947,147.3193,1811,5000,NW,MF2,Euphrasia.collina,10,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,470905.2002
2022_MF_NW_MF3,2022,MF,-36.82947,147.3193,1811,5000,NW,MF3,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,470905.2002
2022_MF_NW_MF4,2022,MF,-36.82947,147.3193,1811,5000,NW,MF4,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,470905.2002
2022_MF_SE_MF12,2022,MF,-36.82947,147.3193,1811,5000,SE,MF12,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,455644.0518
2022_MF_SE_MF14,2022,MF,-36.82947,147.3193,1811,5000,SE,MF14,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,455644.0518
2022_MF_SE_MF15,2022,MF,-36.82947,147.3193,1811,5000,SE,MF15,Euphrasia.collina,5,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,455644.0518
2022_MF_NE_MF16,2022,MF,-36.82947,147.3193,1811,5000,NE,MF16,Euphrasia.collina,10,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,465771.5827
2022_MF_NE_MF17,2022,MF,-36.82947,147.3193,1811,5000,NE,MF17,Euphrasia.collina,10,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,465771.5827
2022_MF_NE_MF18,2022,MF,-36.82947,147.3193,1811,5000,NE,MF18,Euphrasia.collina,15,Endemic,Forb,0,1,0,9.808647718,233.8729082,0.1883,0.6,Deciduous,0,1,465771.5827
2022_BF_S_BF13,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF13,Euryomyrtus.ramosissima.subsp..ramosissima,5,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,460774.8619
2022_BF_E_BF20,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF20,Euryomyrtus.ramosissima.subsp..ramosissima,15,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,470810.5695
2022_KB_NW_KB3,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB3,Euryomyrtus.ramosissima.subsp..ramosissima,5,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,482760.837
2022_MBu_NW_MBu9,2022,MBu,-37.14356697,146.421798,1760.844482,612,NW,MBu9,Euryomyrtus.ramosissima.subsp..ramosissima,20,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,482240.6922
2022_MSp_NW_MSp11,2022,MSp,-37.125625,146.642424,1641,1197,NW,MSp11,Euryomyrtus.ramosissima.subsp..ramosissima,15,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,484928.63
2022_MH_N_MH1,2022,MH,-37.17422999,146.647766,1741.986938,1938,N,MH1,Euryomyrtus.ramosissima.subsp..ramosissima,1,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,483625.0532
2022_MH_E_MH8,2022,MH,-37.17422999,146.647766,1741.986938,1938,E,MH8,Euryomyrtus.ramosissima.subsp..ramosissima,1,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,467283.8697
2022_MH_E_MH10,2022,MH,-37.17422999,146.647766,1741.986938,1938,E,MH10,Euryomyrtus.ramosissima.subsp..ramosissima,5,Native,Shrub,1,0,0,11.80689653,496,0.3825,0.6,Evergreen,1,0,467283.8697
2022_BF_N_BF1,2022,BF,-37.241018,146.483143,1688.912842,1742,N,BF1,Poa.fawcettiae,5,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,484289.3818
2022_BF_N_BF2,2022,BF,-37.241018,146.483143,1688.912842,1742,N,BF2,Poa.fawcettiae,40,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,484289.3818
2022_BF_N_BF3,2022,BF,-37.241018,146.483143,1688.912842,1742,N,BF3,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,484289.3818
2022_BF_N_BF4,2022,BF,-37.241018,146.483143,1688.912842,1742,N,BF4,Poa.fawcettiae,50,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,484289.3818
2022_BF_N_BF5,2022,BF,-37.241018,146.483143,1688.912842,1742,N,BF5,Poa.fawcettiae,4,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,484289.3818
2022_BF_W_BF6,2022,BF,-37.241018,146.483143,1688.912842,1742,W,BF6,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,472350.5554
2022_BF_W_BF7,2022,BF,-37.241018,146.483143,1688.912842,1742,W,BF7,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,472350.5554
2022_BF_W_BF8,2022,BF,-37.241018,146.483143,1688.912842,1742,W,BF8,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,472350.5554
2022_BF_W_BF9,2022,BF,-37.241018,146.483143,1688.912842,1742,W,BF9,Poa.fawcettiae,40,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,472350.5554
2022_BF_W_BF10,2022,BF,-37.241018,146.483143,1688.912842,1742,W,BF10,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,472350.5554
2022_BF_S_BF11,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF11,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,460774.8619
2022_BF_S_BF12,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF12,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,460774.8619
2022_BF_S_BF13,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF13,Poa.fawcettiae,30,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,460774.8619
2022_BF_S_BF14,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF14,Poa.fawcettiae,30,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,460774.8619
2022_BF_S_BF15,2022,BF,-37.241018,146.483143,1688.912842,1742,S,BF15,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,460774.8619
2022_BF_E_BF16,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF16,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,470810.5695
2022_BF_E_BF17,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF17,Poa.fawcettiae,5,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,470810.5695
2022_BF_E_BF18,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF18,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,470810.5695
2022_BF_E_BF19,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF19,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,470810.5695
2022_BF_E_BF20,2022,BF,-37.241018,146.483143,1688.912842,1742,E,BF20,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,470810.5695
2022_H_NW_H1,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H1,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,485516.5127
2022_H_NW_H2,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H2,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,485516.5127
2022_H_NW_H3,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H3,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,485516.5127
2022_H_NW_H4,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H4,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,485516.5127
2022_H_NW_H5,2022,H,-36.97474304,147.130572,1867.303833,5000,NW,H5,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,485516.5127
2022_H_SW_H6,2022,H,-36.97474304,147.130572,1867.303833,5000,SW,H6,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,458879.2127
2022_H_SW_H7,2022,H,-36.97474304,147.130572,1867.303833,5000,SW,H7,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,458879.2127
2022_H_SW_H8,2022,H,-36.97474304,147.130572,1867.303833,5000,SW,H8,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,458879.2127
2022_H_SW_H9,2022,H,-36.97474304,147.130572,1867.303833,5000,SW,H9,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,458879.2127
2022_H_SW_H10,2022,H,-36.97474304,147.130572,1867.303833,5000,SW,H10,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,458879.2127
2022_H_SE_H11,2022,H,-36.97474304,147.130572,1867.303833,5000,SE,H11,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469244.445
2022_H_SE_H12,2022,H,-36.97474304,147.130572,1867.303833,5000,SE,H12,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469244.445
2022_H_SE_H13,2022,H,-36.97474304,147.130572,1867.303833,5000,SE,H13,Poa.fawcettiae,40,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469244.445
2022_H_SE_H14,2022,H,-36.97474304,147.130572,1867.303833,5000,SE,H14,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469244.445
2022_H_SE_H15,2022,H,-36.97474304,147.130572,1867.303833,5000,SE,H15,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469244.445
2022_H_NE_H19,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H19,Poa.fawcettiae,5,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,476857.9926
2022_H_NE_H20,2022,H,-36.97474304,147.130572,1867.303833,5000,NE,H20,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,476857.9926
2022_KB_NW_KB1,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB1,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,482760.837
2022_KB_NW_KB2,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB2,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,482760.837
2022_KB_NW_KB3,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB3,Poa.fawcettiae,40,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,482760.837
2022_KB_NW_KB4,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB4,Poa.fawcettiae,25,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,482760.837
2022_KB_NW_KB5,2022,KB,-37.21138604,146.605201,1705.766479,2418,NW,KB5,Poa.fawcettiae,45,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,482760.837
2022_KB_NE_KB6,2022,KB,-37.21138604,146.605201,1705.766479,2418,NE,KB6,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,444419.1736
2022_KB_NE_KB7,2022,KB,-37.21138604,146.605201,1705.766479,2418,NE,KB7,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,444419.1736
2022_KB_NE_KB8,2022,KB,-37.21138604,146.605201,1705.766479,2418,NE,KB8,Poa.fawcettiae,50,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,444419.1736
2022_KB_NE_KB9,2022,KB,-37.21138604,146.605201,1705.766479,2418,NE,KB9,Poa.fawcettiae,30,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,444419.1736
2022_KB_NE_KB10,2022,KB,-37.21138604,146.605201,1705.766479,2418,NE,KB10,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,444419.1736
2022_KB_SE_KB11,2022,KB,-37.21138604,146.605201,1705.766479,2418,SE,KB11,Poa.fawcettiae,35,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,425123.8565
2022_KB_SE_KB12,2022,KB,-37.21138604,146.605201,1705.766479,2418,SE,KB12,Poa.fawcettiae,20,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,425123.8565
2022_KB_SE_KB13,2022,KB,-37.21138604,146.605201,1705.766479,2418,SE,KB13,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,425123.8565
2022_KB_SE_KB14,2022,KB,-37.21138604,146.605201,1705.766479,2418,SE,KB14,Poa.fawcettiae,30,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,425123.8565
2022_KB_SE_KB15,2022,KB,-37.21138604,146.605201,1705.766479,2418,SE,KB15,Poa.fawcettiae,15,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,425123.8565
2022_KB_SW_KB16,2022,KB,-37.21138604,146.605201,1705.766479,2418,SW,KB16,Poa.fawcettiae,10,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469324.3856
2022_KB_SW_KB17,2022,KB,-37.21138604,146.605201,1705.766479,2418,SW,KB17,Poa.fawcettiae,40,Endemic,Graminoid,0,0,1,15.23436876,505.9173557,0.359091,0.6,Evergreen,1,0,469324.3856
