"Code","Year","Site","lat","lon","Plot.size..m2.","ele","Aspect","SR.w.m2","Degree.easting","Degree.northing","Average.slope","Quadrat","Acaena.novae.zelandiae","Acetosella.vulgaris","Aciphylla.glacialis","Acrothamnus.montanus","Agrostis.sp.","Agrostis.venusta","Ajuga.australis","Anthosachne.scabra","Argyrotegium.fordianum","Arthropodium.milleflorum","Asperula.gunnii","Asperula.scoparia","Asterolasia.trymalioides.subsp..trymalioides","Austrostipa.nivicola","Baeckea.gunniana","Bossiaea.foliosa","Bossiaea.sericea","Brachyscome.nivalis","Brachyscome.rigidula","Brachyscome.spathulata","Bulbine.glauca","Cardamine.lilacina","Carex.breviculmis","Carex.hebes","Celmisia.costiniana","Celmisia.latifolia","Celmisia.pugioniformis","Cerastium.vulgare","Chrysocephalum.semipapposum.subsp..lineare","Colobanthus.affinis","Coronidium.monticola","Craspedia.adenophora","Craspedia.aurantia","Craspedia.gracilis","Craspedia.lamicola","Craspedia.spp.","Crassula.sieberiana","Deyeuxia.carinata","Deyeuxia.monticola","Epacris.gunnii","Eucalyptus.pauciflora","Euphrasia.sp.","Euphrasia.collina","Euphrasia.crassiuscula.subsp..glandulifera","Euryomyrtus.ramosissima.subsp..ramosissima","Ewartia.nubigena","Gentianella.muelleriana","Geranium.sp.","Gonocarpus.montanus","Gonocarpus.micranthus.subsp..micranthus","Goodenia.hederacea.subsp..alpestris","Grevillea.australis","Hovea.montana","Hypochaeris.radicata","Kunzea.muelleri","Leionema.phylicifolium","Leptorhynchos.squamatus.subsp..alpinus","Leucochrysum.albicans.subsp..albicans","Lomandra.filiformis.subsp..coriacea","Luzula.acutifolia.subsp..acutifolia","Luzula.modesta","Luzula.novae.cambriae","Luzula.sp.","Melicytus.angustifolius.subsp..divaricatus","Microseris.lanceolata","Montia.australasica","Olearia.brevipedunculata","Olearia.frostii","Olearia.phlogopappa.subsp..flavescens","Oreomyrrhis.eriopoda","Orites.lancifolius","Ozothamnus.alpinus","Pappochroma.bellidioides","Pappochroma.nitidum","Pentachondra.pumila","Phebalium.squamulosum.subsp..alpinum","Pimelea.alpina","Pimelea.axiflora.subsp..alpina","Plantago.euryphylla","Poa.fawcettiae","Poa.hiemata","Poa.hothamensis","Podolepis.robusta","Podolobium.alpestre","Prasophyllum.sp.","Prostanthera.cuneata","Ranunculus.muelleri","Ranunculus.victoriensis","Rhodanthe.anthemoides","Rytidosperma.alpicola","Rytidosperma.erianthum","Rytidosperma.nudiflorum","Rytidosperma.oreophilum","Rytidosperma.pallidum","Rytidosperma.penicillatum","Rytidosperma.sp.","Scleranthus.biflorus","Scleranthus.diander","Scleranthus.singulaflorus","Senecio.gunnii","Senecio.pinnatifolius.var..alpinus","Stackhousia.monogyna","Stelleria.pungens","Stylidium.armeria.subsp..armeria","Stylidium.graminifolium","Trisetum.spicatum","Viola.betonicifolia.subsp..betonicifolia","Wahlenbergia.gloriosa","Xerochrysum.subundulatum"
"2022_MBo_SW_MBo13",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SW",900.8925792,-0.707113275,-0.707100288,5.710593137,"MBo13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SW_MBo14",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SW",900.8925792,-0.707113275,-0.707100288,5.710593137,"MBo14",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SW_MBo15",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SW",900.8925792,-0.707113275,-0.707100288,5.710593137,"MBo15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SE_MBo16",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SE",930.2254427,0.707102885,-0.707110677,5.710593137,"MBo16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SE_MBo17",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SE",930.2254427,0.707102885,-0.707110677,5.710593137,"MBo17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,70,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SE_MBo18",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SE",930.2254427,0.707102885,-0.707110677,5.710593137,"MBo18",0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SE_MBo19",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SE",930.2254427,0.707102885,-0.707110677,5.710593137,"MBo19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBo_SE_MBo20",2022,"MBo",-36.73858602,147.288477,5000,1982.326172,"SE",930.2254427,0.707102885,-0.707110677,5.710593137,"MBo20",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBu_SW_MBu1",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SW",833.4379577,-0.707113275,-0.707100288,15.95682567,"MBu1",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_SW_MBu2",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SW",833.4379577,-0.707113275,-0.707100288,15.95682567,"MBu2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_SW_MBu3",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SW",833.4379577,-0.707113275,-0.707100288,15.95682567,"MBu3",0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0
"2022_MBu_SW_MBu4",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SW",833.4379577,-0.707113275,-0.707100288,15.95682567,"MBu4",0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
"2022_MBu_SW_MBu5",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SW",833.4379577,-0.707113275,-0.707100288,15.95682567,"MBu5",0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_NW_MBu6",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NW",900.7116074,-0.70709769,0.707115872,15.56655159,"MBu6",0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2022_MBu_NW_MBu7",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NW",900.7116074,-0.70709769,0.707115872,15.56655159,"MBu7",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MBu_NW_MBu8",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NW",900.7116074,-0.70709769,0.707115872,15.56655159,"MBu8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"2022_MBu_NW_MBu9",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NW",900.7116074,-0.70709769,0.707115872,15.56655159,"MBu9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,10,0,40,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_NW_MBu10",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NW",900.7116074,-0.70709769,0.707115872,15.56655159,"MBu10",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MBu_NE_MBu11",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NE",986.1971755,0.70710808,0.707105483,16.04879374,"MBu11",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_NE_MBu12",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NE",986.1971755,0.70710808,0.707105483,16.04879374,"MBu12",0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_NE_MBu13",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NE",986.1971755,0.70710808,0.707105483,16.04879374,"MBu13",0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_NE_MBu14",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NE",986.1971755,0.70710808,0.707105483,16.04879374,"MBu14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MBu_NE_MBu15",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"NE",986.1971755,0.70710808,0.707105483,16.04879374,"MBu15",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_SE_MBu16",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SE",919.0283761,0.707102885,-0.707110677,16.43906782,"MBu16",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MBu_SE_MBu17",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SE",919.0283761,0.707102885,-0.707110677,16.43906782,"MBu17",0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,20,0,0.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_SE_MBu18",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SE",919.0283761,0.707102885,-0.707110677,16.43906782,"MBu18",0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MBu_SE_MBu19",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SE",919.0283761,0.707102885,-0.707110677,16.43906782,"MBu19",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,5,10,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2022_MBu_SE_MBu20",2022,"MBu",-37.14356697,146.421798,612,1760.844482,"SE",919.0283761,0.707102885,-0.707110677,16.43906782,"MBu20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_SW_MM1",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"SW",874.9990681,-0.707113275,-0.707100288,10.8049878,"MM1",0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2022_MM_SW_MM2",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"SW",874.9990681,-0.707113275,-0.707100288,10.8049878,"MM2",0,5,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_SW_MM3",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"SW",874.9990681,-0.707113275,-0.707100288,10.8049878,"MM3",0,5,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,0,0,0
"2022_MM_SW_MM4",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"SW",874.9990681,-0.707113275,-0.707100288,10.8049878,"MM4",0,5,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MM_SW_MM5",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"SW",874.9990681,-0.707113275,-0.707100288,10.8049878,"MM5",0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_MM_NW_MM6",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NW",912.5499974,-0.70709769,0.707115872,12.81454495,"MM6",0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,20,10,0,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_NW_MM7",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NW",912.5499974,-0.70709769,0.707115872,12.81454495,"MM7",0,1,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_NW_MM8",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NW",912.5499974,-0.70709769,0.707115872,12.81454495,"MM8",0,5,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MM_NW_MM9",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NW",912.5499974,-0.70709769,0.707115872,12.81454495,"MM9",0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0
"2022_MM_NW_MM10",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NW",912.5499974,-0.70709769,0.707115872,12.81454495,"MM10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_NE_MM11",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NE",977.3224258,0.70710808,0.707105483,10.22707799,"MM11",0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022_MM_NE_MM12",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NE",977.3224258,0.70710808,0.707105483,10.22707799,"MM12",0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_NE_MM13",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NE",977.3224258,0.70710808,0.707105483,10.22707799,"MM13",0,10,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
"2022_MM_NE_MM14",2022,"MM",-37.18933803,146.620695,1710,1728.878052,"NE",977.3224258,0.70710808,0.707105483,10.22707799,"MM14",0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
